lon,lat,OBJECTID,geo_MAT_Status,geo_MAT_ST_NUMBER,geo_MAT_PREDIR,geo_MAT_ST_NAME,geo_MAT_SUFFIX,geo_MAT_POSTDIR,centroid_BUILD_STREET,unit,address,geo_MAT_MasterAddressID
-78.50279026,38.03120247,8958841,,420, ,MONROE,LN, ,MONROE LN,3,420 MONROE LN #3,95918
-78.50279026,38.03120247,8958842,,420, ,MONROE,LN, ,MONROE LN,4,420 MONROE LN #4,95919
-78.5145173,38.02628199,8958843,,2111, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,3,2111 JEFFERSON PARK AVE #3,95920
-78.51900167,38.01846106,8958844,,238, ,SUNSET,AVE, ,SUNSET AVE,A,238 SUNSET AVE #A,95921
-78.49326495,38.04339715,8958845,,1129, ,PRESTON,AVE, ,PRESTON AVE,5C,1129 PRESTON AVE #5C,95922
-78.49326495,38.04339715,8958846,,1129, ,PRESTON,AVE, ,PRESTON AVE,6A,1129 PRESTON AVE #6A,95923
-78.49292377,38.04241106,8958847,,1111, ,PRESTON,AVE, ,PRESTON AVE,1C,1111 PRESTON AVE #1C,95924
-78.49292377,38.04241106,8958848,,1111, ,PRESTON,AVE, ,PRESTON AVE,2A,1111 PRESTON AVE #2A,95925
-78.49292377,38.04241106,8958849,,1111, ,PRESTON,AVE, ,PRESTON AVE,6A,1111 PRESTON AVE #6A,95926
-78.50126962,38.0421222,8958850,,10, ,UNIVERSITY,CIR, ,UNIVERSITY CIR,3,10 UNIVERSITY CIR #3,95927
-78.47290113,38.02843363,8958851,,1006,E,MARKET,ST, ,E MARKET ST,B,1006 E MARKET ST #B,95928
-78.47290113,38.02843363,8958852,,1006,E,MARKET,ST, ,E MARKET ST,C,1006 E MARKET ST #C,95929
-78.4713248,38.04739359,8958853,,100, ,MELBOURNE PARK,CIR, ,MELBOURNE PARK CIR,A,100 MELBOURNE PARK CIR #A,95930
-78.4571064,38.03906594,8958854,,1145, ,RIVER,RD, ,RIVER RD,15,1145 RIVER RD #15,95931
-78.48043965,38.03095626,8958855,,110, ,2ND,ST,NE,2ND ST NE,1,110 2ND ST NE #1,95932
-78.48043965,38.03095626,8958856,,110, ,2ND,ST,NE,2ND ST NE,2,110 2ND ST NE #2,95933
-78.47314152,38.02886372,8958857,,1001,E,MARKET,ST, ,E MARKET ST,200,1001 E MARKET ST #200,95934
-78.47239843,38.02958021,8958858,,1006,E,JEFFERSON,ST, ,E JEFFERSON ST,1,1006 E JEFFERSON ST #1,95935
-78.46240802,38.03722856,8958859,,1133, ,OTTER,ST, ,OTTER ST,,1133 OTTER ST,95706
-78.4611371,38.03596432,8958860,,1315, ,LONG,ST, ,LONG ST,,1315 LONG ST,95707
-78.45997416,38.04243305,8958861,,1007, ,SMITH,ST, ,SMITH ST,,1007 SMITH ST,95708
-78.50278609,38.02160728,8958862,,1534, ,TRAILRIDGE,RD, ,TRAILRIDGE RD,,1534 TRAILRIDGE RD,95709
-78.50181292,38.02114117,8958863,,105, ,ELKHORN,RD, ,ELKHORN RD,,105 ELKHORN RD,95710
-78.50228824,38.02091376,8958864,,101, ,ELKHORN,RD, ,ELKHORN RD,,101 ELKHORN RD,95711
-78.50401364,38.02123329,8958865,,1603, ,TRAILRIDGE,RD, ,TRAILRIDGE RD,,1603 TRAILRIDGE RD,95712
-78.50244886,38.02086486,8958866,,707, ,SHAMROCK,RD, ,SHAMROCK RD,,707 SHAMROCK RD,95713
-78.48192086,38.03039215,8958867,,105,W,WATER,ST, ,W MAIN ST,4,105 W WATER ST #4,95964
-78.48211606,38.03045496,8958868,,107,W,WATER,ST, ,W WATER ST,9,107 W WATER ST #9,95965
-78.49687474,38.03621738,8958869,,312, ,13TH,ST,NW,13TH ST NW,3,312 13TH ST NW #3,95966
-78.49687474,38.03621738,8958870,,312, ,13TH,ST,NW,13TH ST NW,18,312 13TH ST NW #18,95967
-78.49687474,38.03621738,8958871,,312, ,13TH,ST,NW,13TH ST NW,15,312 13TH ST NW #15,95968
-78.49005431,38.03488065,8958872,,802, ,ANDERSON,ST, ,ANDERSON ST,2,802 ANDERSON ST #2,95969
-78.49687474,38.03621738,8958873,,312, ,13TH,ST,NW,13TH ST NW,33,312 13TH ST NW #33,95970
-78.49687474,38.03621738,8958874,,312, ,13TH,ST,NW,13TH ST NW,29,312 13TH ST NW #29,95971
-78.48869594,38.03009527,8958875,,211, ,5TH,ST,SW,5TH ST SW,101,211 5TH ST SW #101,95972
-78.48874157,38.03002023,8958876,,211, ,5TH,ST,SW,5TH ST SW,102,211 5TH ST SW #102,95973
-78.50723753,38.04977789,8958877,,2400, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,6,2400 ARLINGTON BLVD #6,95974
-78.50723753,38.04977789,8958878,,2400, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,7,2400 ARLINGTON BLVD #7,95975
-78.50723753,38.04977789,8958879,,2400, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,14,2400 ARLINGTON BLVD #14,95976
-78.50723753,38.04977789,8958880,,2400, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,15,2400 ARLINGTON BLVD #15,95977
-78.46484525,38.02047485,8958881,,1500, ,CARLTON,AVE, ,CARLTON AVE,31,1500 CARLTON AVE #31,95978
-78.46479983,38.02041894,8958882,,1500, ,CARLTON,AVE, ,CARLTON AVE,32,1500 CARLTON AVE #32,95979
-78.46457697,38.021076,8958883,,1500, ,CARLTON,AVE, ,CARLTON AVE,44,1500 CARLTON AVE #44,95980
-78.46673752,38.03974835,8958884,,909, ,ST CHARLES,AVE, ,ST CHARLES AVE,,909 ST CHARLES AVE,95981
-78.4668873,38.03959838,8958885,,907, ,ST CHARLES,AVE, ,ST CHARLES AVE,,907 ST CHARLES AVE,95982
-78.48990517,38.06319051,8958886,,977, ,SEMINOLE,TRL, ,SEMINOLE TRL,,977 SEMINOLE TRL,95983
-78.49951524,38.0369816,8958887,,301,,15TH,ST,NW,15TH ST NW,1030,301 15TH ST NW #1030,96478
-78.49951524,38.0369816,8958888,,301,,15TH,ST,NW,15TH ST NW,1032,301 15TH ST NW #1032,96479
-78.45434688,38.0264368,8958889,,360, ,RIVERSIDE,AVE, ,RIVERSIDE AVE,,360 RIVERSIDE AVE,96572
-78.4836908,38.03159428,8958890,,235,W,MAIN,ST, ,RIDGE MCINTIRE RD,A,235 W MAIN ST #A,96575
-78.50640817,38.04976085,8958891,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,104,2101 ARLINGTON BLVD #104,96576
-78.50640817,38.04976085,8958892,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,105,2101 ARLINGTON BLVD #105,96577
-78.50640817,38.04976085,8958893,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,114,2101 ARLINGTON BLVD #114,96578
-78.50640817,38.04976085,8958894,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,115,2101 ARLINGTON BLVD #115,96579
-78.50640817,38.04976085,8958895,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,123,2101 ARLINGTON BLVD #123,96580
-78.50640817,38.04976085,8958896,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,124,2101 ARLINGTON BLVD #124,96581
-78.50640817,38.04976085,8958897,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,131,2101 ARLINGTON BLVD #131,96582
-78.50640817,38.04976085,8958898,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,132,2101 ARLINGTON BLVD #132,96583
-78.50640817,38.04976085,8958899,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,139,2101 ARLINGTON BLVD #139,96584
-78.50640817,38.04976085,8958900,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,140,2101 ARLINGTON BLVD #140,96585
-78.50640817,38.04976085,8958901,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,141,2101 ARLINGTON BLVD #141,96586
-78.50640817,38.04976085,8958902,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,148,2101 ARLINGTON BLVD #148,96587
-78.50640817,38.04976085,8958903,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,149,2101 ARLINGTON BLVD #149,96588
-78.50640817,38.04976085,8958904,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,205,2101 ARLINGTON BLVD #205,96589
-78.50640817,38.04976085,8958905,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,206,2101 ARLINGTON BLVD #206,96590
-78.49409072,38.04244481,8958906,,820, ,CABELL,AVE, ,CABELL AVE,F,820 CABELL AVE #F,95553
-78.49993111,38.02352752,8958907,,106, ,OLINDA,DR, ,OLINDA DR,A,106 OLINDA DR #A,95554
-78.4676634,38.01936664,8958908,,1410, ,VINE,ST, ,VINE ST,A,1410 VINE ST #A,95555
-78.50478549,38.02968932,8958909,,583, ,BRANDON,AVE, ,BRANDON AVE,208,583 BRANDON AVE #208,95556
-78.50478549,38.02968932,8958910,,583, ,BRANDON,AVE, ,BRANDON AVE,308,583 BRANDON AVE #308,95557
-78.48501579,38.03761569,8958911,,819, ,ALBEMARLE,ST, ,HENRY AVE,A,819 ALBEMARLE ST #A,95558
-78.47827019,38.04077246,8958912,,1728, ,ALLIED,ST, ,ALLIED ST,,1728 ALLIED ST,95787
-78.4617541,38.03677809,8958913,,1200, ,LANDONIA,CIR, ,LANDONIA CIR,,1200 LANDONIA CIR,95788
-78.45817917,38.04357918,8958914,,1408, ,RIVER,RD, ,RIVER RD,,1408 RIVER RD,95789
-78.45902724,38.0436268,8958915,,1118, ,LOCUST,AVE, ,LOCUST AVE,,1118 LOCUST AVE,95790
-78.47284412,38.0267623,8958916,,200, ,DOUGLAS,AVE, ,DOUGLAS AVE,1G,200 DOUGLAS AVE #1G,95791
-78.47284412,38.0267623,8958917,,200, ,DOUGLAS,AVE, ,DOUGLAS AVE,2E,200 DOUGLAS AVE #2E,95792
-78.47284412,38.0267623,8958918,,200, ,DOUGLAS,AVE, ,DOUGLAS AVE,3B,200 DOUGLAS AVE #3B,95793
-78.47284412,38.0267623,8958919,,200, ,DOUGLAS,AVE, ,DOUGLAS AVE,3C,200 DOUGLAS AVE #3C,95794
-78.49725204,38.02762249,8958920,,1000, ,CHERRY,AVE, ,CHERRY AVE,A,1000 CHERRY AVE #A,95840
-78.49406038,38.04122509,8958921,,752, ,MADISON,AVE, ,MADISON AVE,A,752 MADISON AVE #A,95841
-78.49406038,38.04122509,8958922,,752, ,MADISON,AVE, ,MADISON AVE,B,752 MADISON AVE #B,95842
-78.50965122,38.02598247,8958923,,211, ,SHAMROCK,RD, ,SHAMROCK RD,A,211 SHAMROCK RD #A,95843
-78.50900508,38.02581162,8958924,,217, ,SHAMROCK,RD, ,SHAMROCK RD,B,217 SHAMROCK RD #B,95844
-78.50727444,38.02474954,8958925,,249, ,SHAMROCK,RD, ,SHAMROCK RD,B,249 SHAMROCK RD #B,95845
-78.50673552,38.04938022,8958926,,2104, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,17,2104 ARLINGTON BLVD #17,95846
-78.50673552,38.04938022,8958927,,2104, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,19,2104 ARLINGTON BLVD #19,95847
-78.50035236,38.04001548,8958928,,419, ,17TH,ST,NW,17TH ST NW,201,419 17TH ST NW #201,95526
-78.46066615,38.03934333,8958929,,1207, ,ST GEORGE,AVE, ,ST GEORGE AVE,,1207 ST GEORGE AVE,95527
-78.4957829,38.05982767,8958930,,2116, ,ANGUS,RD, ,ANGUS RD,,2116 ANGUS RD,95528
-78.48642608,38.06376886,8958931,,246, ,ZAN,RD, ,HILLSDALE DR,,246 ZAN RD,95529
-78.45873846,38.02395646,8958932,,1704, ,CHESAPEAKE,ST, ,CHESAPEAKE ST,,1704 CHESAPEAKE ST,95530
-78.50103155,38.05687374,8958933,,1243, ,CEDARS,CT, ,CEDARS CT,C19,1243 CEDARS CT #C19,95531
-78.48678923,38.03828858,8958934,,800, ,ROSE HILL,DR, ,ROSE HILL DR,9,800 ROSE HILL DR #9,95532
-78.49780102,38.03492929,8958935,,1303, ,WERTLAND,ST, ,WERTLAND ST,A9,1303 WERTLAND ST #A9,95533
-78.49784461,38.03504233,8958936,,1305, ,WERTLAND,ST, ,WERTLAND ST,B6,1305 WERTLAND ST #B6,95534
-78.48547049,38.03396471,8958937,,401,,4TH,ST,NW,4TH ST NW,310,401 4TH ST NW #310,95535
-78.47564663,38.01846604,8958938,,1012, ,ELLIOTT,AVE, ,ELLIOTT AVE,A,1012 ELLIOTT AVE #A,95536
-78.49098732,38.04298696,8958939,,109, ,AMHERST,CMN, ,AMHERST CMN,,109 AMHERST CMN,95537
-78.48217196,38.05523241,8958940,,1612, ,GROVE,RD, ,GROVE RD,,1612 GROVE RD,95538
-78.47512071,38.05645085,8958941,,1728, ,CONCORD,DR, ,CONCORD DR,,1728 CONCORD DR,95539
-78.47666626,38.05603694,8958942,,1452, ,KENWOOD,LN, ,KENWOOD LN,,1452 KENWOOD LN,95540
-78.46349949,38.04688844,8958943,,626, ,ELIZABETH,AVE, ,ELIZABETH AVE,,626 ELIZABETH AVE,95541
-78.49573943,38.06000938,8958944,,2118, ,ANGUS,RD, ,ANGUS RD,11,2118 ANGUS RD #11,95542
-78.49553857,38.06067342,8958945,,2204, ,NORTH BERKSHIRE,RD, ,NORTH BERKSHIRE RD,1,2204 NORTH BERKSHIRE RD #1,95543
-78.49282554,38.06352288,8958946,,1924, ,SWANSON,DR, ,SWANSON DR,3,1924 SWANSON DR #3,95544
-78.49317339,38.06323547,8958947,,1920, ,SWANSON,DR, ,SWANSON DR,3,1920 SWANSON DR #3,95545
-78.49655191,38.05989513,8958948,,2121, ,ANGUS,RD, ,ANGUS RD,12,2121 ANGUS RD #12,95546
-78.49655191,38.05989513,8958949,,2121, ,ANGUS,RD, ,ANGUS RD,19,2121 ANGUS RD #19,95547
-78.49655191,38.05989513,8958950,,2121, ,ANGUS,RD, ,ANGUS RD,21,2121 ANGUS RD #21,95548
-78.49553857,38.06067342,8958951,,2204, ,NORTH BERKSHIRE,RD, ,NORTH BERKSHIRE RD,11,2204 NORTH BERKSHIRE RD #11,95549
-78.49553857,38.06067342,8958952,,2204, ,NORTH BERKSHIRE,RD, ,NORTH BERKSHIRE RD,12,2204 NORTH BERKSHIRE RD #12,95550
-78.49672617,38.03424615,8958953,,1206, ,WERTLAND,ST, ,WERTLAND ST,A,1206 WERTLAND ST #A,95551
-78.50103155,38.05687374,8958954,,1243, ,CEDARS,CT, ,CEDARS CT,B17,1243 CEDARS CT #B17,95562
-78.51342702,38.04417065,8958955,,2171, ,IVY,RD, ,IVY RD,11A,2171 IVY RD #11A,95563
-78.45632035,38.04051802,8958956,,1234, ,RIVER,RD, ,RIVER RD,,1234 RIVER RD,95564
-78.50141631,38.0447719,8958957,,1873, ,EDGEWOOD,LN, ,EDGEWOOD LN,,1873 EDGEWOOD LN,95565
-78.46809645,38.03965606,8958958,,701, ,WATSON,AVE, ,WATSON AVE,,701 WATSON AVE,95566
-78.46141912,38.03874048,8958959,,1207, ,BELLEVIEW,AVE, ,BELLEVIEW AVE,,1207 BELLEVIEW AVE,95567
-78.48637959,38.04868628,8958960,,1304, ,WELLFORD,ST, ,WELLFORD ST,,1304 WELLFORD ST,95568
-78.45720057,38.03824617,8958961,,1139, ,RIVER,RD, ,RIVER RD,,1139 RIVER RD,95569
-78.46050212,38.03799262,8958962,,1222, ,BELLEVIEW,AVE, ,BELLEVIEW AVE,,1222 BELLEVIEW AVE,95570
-78.47993986,38.0183399,8958963,,812, ,DRUID,AVE, ,DRUID AVE,,812 DRUID AVE,95571
-78.49629002,38.03485049,8958964,,1203, ,WERTLAND,ST, ,WERTLAND ST,3,1203 WERTLAND ST #3,95572
-78.47944303,38.04067407,8958965,,1225, ,HARRIS,ST, ,HARRIS ST,4,1225 HARRIS ST #4,95573
-78.47143592,38.02326635,8958966,,1204, ,CARLTON,AVE, ,CARLTON AVE,6,1204 CARLTON AVE #6,95574
-78.47512736,38.01645797,8958967,,1103, ,DRUID,AVE, ,DRUID AVE,H,1103 DRUID AVE #H,95575
-78.46378384,38.02134579,8958968,,1500, ,CARLTON,AVE, ,CARLTON AVE,53,1500 CARLTON AVE #53,95576
-78.46988827,38.0151729,8958969,,1013, ,LINDEN,AVE, ,LINDEN AVE,A,1013 LINDEN AVE #A,95577
-78.47926911,38.0298648,8958970,,400,E,MAIN,ST, ,E MAIN ST,5,400 E MAIN ST #5,95578
-78.48226506,38.03072009,8958971,,108, ,2ND,ST,SW,2ND ST SW,37,108 2ND ST SW #37,95579
-78.5160711,38.01629983,8958972,,2704, ,MCELROY,DR, ,MCELROY DR,,2704 MCELROY DR,95580
-78.51706806,38.01517127,8958973,,2717, ,MCELROY,DR, ,MCELROY DR,,2717 MCELROY DR,95581
-78.47958329,38.01407448,8958974,,1004, ,ROUGEMONT,AVE, ,ROUGEMONT AVE,A,1004 ROUGEMONT AVE #A,94688
-78.47958329,38.01407448,8958975,,1004, ,ROUGEMONT,AVE, ,ROUGEMONT AVE,B,1004 ROUGEMONT AVE #B,94689
-78.47573914,38.01624867,8958976,,1610, ,MONTICELLO,AVE, ,MONTICELLO AVE,F,1610 MONTICELLO AVE #F,94690
-78.51291965,38.02853649,8958977,,120, ,HARMON,ST, ,HARMON ST,B,120 HARMON ST #B,94691
-78.47286565,38.02926971,8958978,,210, ,10TH,ST,NE,10TH ST NE,35,210 10TH ST NE #35,94692
-78.4614645,38.02654812,8958979,,1411, ,SHORT 18TH,ST, ,SHORT 18TH ST,B,1411 SHORT 18TH ST #B,94693
-78.45585918,38.04335799,8958980,,1113, ,RIVER,CT, ,RIVER CT,A,1113 RIVER CT #A,94739
-78.50872874,38.02837603,8958981,,1800, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,1009,1800 JEFFERSON PARK AVE #1009,94821
-78.46459555,38.02504805,8958982,,1401, ,BURGESS,LN, ,BURGESS LN,B,1401 BURGESS LN #B,94909
-78.50478549,38.02968932,8958983,,583, ,BRANDON,AVE, ,BRANDON AVE,207,583 BRANDON AVE #207,95043
-78.50103155,38.05687374,8958984,,1243, ,CEDARS,CT, ,CEDARS CT,C17,1243 CEDARS CT #C17,95139
-78.48892813,38.05901442,8958985,,1718, ,HYDRAULIC,RD, ,HYDRAULIC RD,A,1718 HYDRAULIC RD #A,95249
-78.50679235,38.01540879,8958986,,505, ,MOSELEY,DR, ,MOSELEY DR,A,505 MOSELEY DR #A,95331
-78.47268961,38.0635621,8958987,,1923, ,GREENBRIER,DR, ,GREENBRIER DR,,1923 GREENBRIER DR,95422
-78.48574996,38.02225039,8958988,,914, ,1ST,ST,S,1ST ST S,A,914 1ST ST S #A,95489
-78.47337459,38.0371087,8958989,,610, ,LYONS,CT, ,LYONS CT,2,610 LYONS CT #2,95490
-78.49951524,38.0369816,8958990,,301,,15TH,ST,NW,15TH ST NW,4019,301 15TH ST NW #4019,95491
-78.49951524,38.0369816,8958991,,301,,15TH,ST,NW,15TH ST NW,4037,301 15TH ST NW #4037,95492
-78.49574419,38.06211745,8958992,,2214, ,NORTH BERKSHIRE,RD, ,NORTH BERKSHIRE RD,B,2214 NORTH BERKSHIRE RD #B,95493
-78.48107772,38.01373918,8958993,,1649, ,MERIDIAN,ST, ,MERIDIAN ST,B,1649 MERIDIAN ST #B,95494
-78.515208,38.0242774,8958994,,2209, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,3,2209 JEFFERSON PARK AVE #3,95495
-78.4779378,38.04094107,8958995,,1701, ,ALLIED,ST, ,ALLIED ST,B,1701 ALLIED ST #B,95496
-78.49939688,38.03409451,8958996,,100, ,14TH,ST,NW,14TH ST NW,B,100 14TH ST NW #B,95497
-78.47844533,38.02964208,8958997,,108, ,5TH,ST,SE,5TH ST SE,305,108 5TH ST SE #305,95498
-78.46560766,38.02343599,8958998,,1423, ,BURGESS,LN, ,BURGESS LN,A,1423 BURGESS LN #A,95499
-78.50745799,38.0162164,8958999,,205, ,HARRIS,RD, ,HARRIS RD,A,205 HARRIS RD #A,94315
-78.50924843,38.03167497,8959000,,110, ,STADIUM,RD, ,STADIUM RD,23,110 STADIUM RD #23,94316
-78.51445314,38.02581316,8959001,,2112, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,4,2112 JEFFERSON PARK AVE #4,94317
-78.46985498,38.01492119,8959002,,1013, ,LINDEN,AVE, ,LINDEN AVE,J,1013 LINDEN AVE #J,94318
-78.47852074,38.0255307,8959003,,513, ,AVON,ST, ,AVON ST,,513 AVON ST,94320
-78.49689362,38.02162987,8959004,,779, ,PROSPECT,AVE, ,PROSPECT AVE,,779 PROSPECT AVE,94321
-78.47672905,38.0552687,8959005,,1419, ,FOXBROOK,LN, ,FOXBROOK LN,,1419 FOXBROOK LN,94322
-78.49951524,38.0369816,8959006,,301,,15TH,ST,NW,15TH ST NW,2018,301 15TH ST NW #2018,94471
-78.45683081,38.02326786,8959007,,1800, ,CHESAPEAKE,ST, ,CHESAPEAKE ST,,1800 CHESAPEAKE ST,94472
-78.4576865,38.03764975,8959008,,1127, ,RIVER,RD, ,RIVER RD,,1127 RIVER RD,94473
-78.46871334,38.02259575,8959009,,1311, ,CARLTON,AVE, ,CARLTON AVE,,1311 CARLTON AVE,94474
-78.4886393,38.06319317,8959010,,188, ,ZAN,RD, ,ZAN RD,,188 ZAN RD,94475
-78.49776854,38.03397089,8959011,,126, ,13TH,ST,NW,13TH ST NW,A,126 13TH ST NW #A,94476
-78.48446381,38.03586962,8959012,,700, ,HARRIS,ST, ,HARRIS ST,103,700 HARRIS ST #103,94477
-78.48393531,38.0239929,8959013,,941, ,2ND,ST,SE,ELLIOTT AVE,,941 2ND ST SE,94478
-78.45677675,38.04268473,8959014,,1101, ,RIVER,CT, ,RIVER CT,A,1101 RIVER CT #A,94740
-78.50872874,38.02837603,8959015,,1800, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,201,1800 JEFFERSON PARK AVE #201,94741
-78.50891041,38.02930073,8959016,,1718, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,3,1718 JEFFERSON PARK AVE #3,94742
-78.47591479,38.02319071,8959017,,613, ,MERIDIAN,ST, ,MERIDIAN ST,,613 MERIDIAN ST,94743
-78.48020817,38.0231534,8959018,,815, ,AVON,ST, ,AVON ST,,815 AVON ST,94744
-78.49553857,38.06067342,8959019,,2204, ,NORTH BERKSHIRE,RD, ,NORTH BERKSHIRE RD,6,2204 NORTH BERKSHIRE RD #6,93630
-78.5100329,38.02937064,8959020,,112, ,MONTEBELLO,CIR, ,MONTEBELLO CIR,6,112 MONTEBELLO CIR #6,93631
-78.51985614,38.02048557,8959021,,227, ,HUNTLEY,AVE, ,HUNTLEY AVE,,227 HUNTLEY AVE,93632
-78.50782516,38.02315536,8959022,,1615, ,CHERRY,AVE, ,CHERRY AVE,,1615 CHERRY AVE,93633
-78.50990541,38.02322666,8959023,,1640, ,CENTER,AVE, ,CENTER AVE,,1640 CENTER AVE,93634
-78.49063962,38.03909775,8959024,,945, ,PRESTON,AVE, ,PRESTON AVE,,945 PRESTON AVE,93635
-78.49055772,38.03901306,8959025,,941, ,PRESTON,AVE, ,PRESTON AVE,,941 PRESTON AVE,93636
-78.47883813,38.03068165,8959026,,400,E,MARKET,ST, ,4TH ST NE,,400 E MARKET ST,93637
-78.47735299,38.02969986,8959027,,605,E,MAIN,ST, ,E MAIN ST,,605 E MAIN ST,93638
-78.47903397,38.02978791,8959028,,410,E,MAIN,ST, ,E MAIN ST,,410 E MAIN ST,93639
-78.48395667,38.01710897,8959029,,704, ,PALATINE,AVE, ,PALATINE AVE,,704 PALATINE AVE,93640
-78.48381754,38.01704638,8959030,,706, ,PALATINE,AVE, ,PALATINE AVE,,706 PALATINE AVE,93641
-78.48340681,38.0163331,8959031,,115, ,BLINCOE,LN, ,BLINCOE LN,,115 BLINCOE LN,93642
-78.47364149,38.0138146,8959032,,1708, ,MONTICELLO,RD, ,MONTICELLO RD,,1708 MONTICELLO RD,93643
-78.47779524,38.03497037,8959033,,526, ,PARK,PLZ, ,PARK PLZ,,526 PARK PLZ,93644
-78.47821162,38.03484623,8959034,,523, ,PARK,PLZ, ,PARK PLZ,,523 PARK PLZ,93645
-78.47774913,38.03465272,8959035,,518, ,PARK,PLZ, ,PARK PLZ,,518 PARK PLZ,93646
-78.49551606,38.01799389,8959036,,153, ,BROOKWOOD,DR, ,BROOKWOOD DR,,153 BROOKWOOD DR,93647
-78.4782708,38.0342981,8959037,,505, ,PARK,PLZ, ,PARK PLZ,,505 PARK PLZ,93648
-78.49026736,38.02957871,8959038,,318, ,7TH,ST,SW,7TH ST SW,,318 7TH ST SW,93649
-78.49026042,38.02959751,8959039,,316, ,7TH,ST,SW,7TH ST SW,,316 7TH ST SW,93650
-78.47073122,38.04687677,8959040,,102, ,MELBOURNE PARK,CIR, ,MELBOURNE PARK CIR,D,102 MELBOURNE PARK CIR #D,93651
-78.47073122,38.04687677,8959041,,102, ,MELBOURNE PARK,CIR, ,MELBOURNE PARK CIR,E,102 MELBOURNE PARK CIR #E,93652
-78.46621826,38.03891254,8959042,,811, ,WATSON,AVE, ,WATSON AVE,A,811 WATSON AVE #A,93653
-78.49890571,38.02045106,8959043,,908, ,ROCK CREEK,RD, ,ROCK CREEK RD,,908 ROCK CREEK RD,93654
-78.49671609,38.0211215,8959044,,624, ,BAILEY,RD, ,BAILEY RD,,624 BAILEY RD,93655
-78.49778736,38.01985962,8959045,,935, ,ROCK CREEK,RD, ,ROCK CREEK RD,,935 ROCK CREEK RD,93656
-78.49863833,38.02017072,8959046,,916, ,ROCK CREEK,RD, ,ROCK CREEK RD,,916 ROCK CREEK RD,93657
-78.49984435,38.02801382,8959047,,1113, ,CHERRY,AVE, ,CHERRY AVE,,1113 CHERRY AVE,93658
-78.50046829,38.02818729,8959048,,1204, ,KING,ST, ,KING ST,,1204 KING ST,93659
-78.47120308,38.04545083,8959049,,1225, ,PARK,ST, ,PARK ST,B3,1225 PARK ST #B3,93698
-78.47120308,38.04545083,8959050,,1225, ,PARK,ST, ,PARK ST,B6,1225 PARK ST #B6,93699
-78.47118294,38.04524353,8959051,,1223, ,PARK,ST, ,PARK ST,B1,1223 PARK ST #B1,93700
-78.47118294,38.04524353,8959052,,1223, ,PARK,ST, ,PARK ST,B2,1223 PARK ST #B2,93701
-78.48573017,38.02708949,8959053,,213, ,OAK,ST, ,OAK ST,,213 OAK ST,93702
-78.48528828,38.02705937,8959054,,406, ,OAKMONT,ST, ,OAKMONT ST,,406 OAKMONT ST,93703
-78.4785074,38.03384881,8959055,,435, ,3RD,ST,NE,3RD ST NE,,435 3RD ST NE,93704
-78.47814365,38.03388058,8959056,,440, ,3RD,ST,NE,3RD ST NE,,440 3RD ST NE,93705
-78.46895548,38.03019193,8959057,,1121, ,LITTLE HIGH,ST, ,LITTLE HIGH ST,,1121 LITTLE HIGH ST,93706
-78.46915938,38.03027135,8959058,,1119, ,LITTLE HIGH,ST, ,LITTLE HIGH ST,,1119 LITTLE HIGH ST,93707
-78.50203875,38.04162047,8959059,,1885, ,UNIVERSITY,CIR, ,UNIVERSITY CIR,B,1885 UNIVERSITY CIR #B,93708
-78.50321859,38.0426411,8959060,,33, ,UNIVERSITY,CIR, ,UNIVERSITY CIR,1,33 UNIVERSITY CIR #1,93709
-78.49523083,38.06356311,8959061,,1905, ,CEDAR HILL,RD, ,CEDAR HILL RD,,1905 CEDAR HILL RD,93710
-78.48618955,38.01896539,8959062,,1512, ,ROSA,TER, ,ROSA TER,,1512 ROSA TER,93711
